Flag,Vessel_type,Vessel_name,Vessel_id,Callsign,Flag_registration_num,Weight_gross,Length,Start_date,End_date
Philippines,Fish Carrier,RITCHIE 813,35723,DUL6815,12-0000358,448.04,56.2,26-Oct-11,25-Oct-12
Philippines,Single Purse Seine,QUEEN VICTORIA 998,35776,DUL-6433,12-0000456,493.43,49.5,5-Aug-11,4-Aug-12
Philippines,Mothership,ROSEMONT 888,35777,DUL6697,12-0001652,950,63.25,3-Nov-11,2-Nov-12
Philippines,Single Purse Seine,PRINCESS JANICE 168,35778,DYUW,12-0001653,499,55.17,12-Aug-11,11-Aug-12
Philippines,Single Purse Seine,QUEEN EVELYN 889,35811,DUL6454,12-0001656,492.18,49.5,19-Aug-11,18-Aug-12
Philippines,Single Purse Seine,MARTINA ELIZABETH,35920,4DEG3,BAT5006917,596,57.15,9-Aug-11,8-Aug-12
Philippines,Mothership,DANIELLA-T,35921,4DEG6,BATM008602,1239,65.85,11-Oct-11,10-Oct-12
Philippines,Single Purse Seine,QUEEN EVELYN 168,35947,DUL6890,12-0001654,349,64.95,5-Aug-11,4-Aug-12
Philippines,Fish Carrier,JACOB,35949,DUL-6552,DAV4000560,73.03,35.54,6-Aug-11,5-Aug-12
Philippines,Fish Carrier,RONNEL 2,35951,DUL6548,DAV400832,71,32.54,6-Aug-11,5-Aug-12
Philippines,Fish Carrier,DOLLY 783,35952,DUM3141,120000127,984.62,76.12,13-Oct-11,12-Oct-12
Philippines,Fish Carrier,MARIGOLD 1,35954,DVNQ,MNLD000920,238.75,36.27,11-Aug-11,10-Aug-12
Philippines,Single Purse Seine,GOLDEN ADVENTURE,35989,DUM2703,120000430,499,66.97,11-Jan-12,10-Jan-13
Philippines,Single Purse Seine,GOLDEN SEA,35990,DUL6370,120000586,498.82,55.4,11-Jan-12,10-Jan-13
Philippines,Single Purse Seine,ROSE MARIE,35993,DUTG7,323,483,56.16,14-Oct-11,13-Oct-12
Philippines,Fish Carrier,FB RICARDO,36028,4DE1-4,120000104,106.51,34.46,1-Jul-11,30-Jun-12
Philippines,Fish Carrier,FB DEOROD,36029,4DE1-5,12-0000103,106.51,34.46,25-Jul-11,24-Jul-12
Philippines,Fish Carrier,DOLLY 798,36070,4DEE3,12-0000195,2462,87.25,30-Aug-11,29-Aug-12
Philippines,Single Purse Seine,DISCOVERY 101,36080,DUCK,12-0001625,1100,71.79,20-Sep-11,19-Sep-12
Philippines,Longline,JETMARK NO.726,36086,DUTZ5,MNLD010291,533,50.74,25-Oct-11,24-Oct-12
Philippines,Longline,CHINA ROSE 2,36142,DXAP,MNLD002177,479.54,47.94,15-Mar-11,14-Mar-12
Republic of Kiribati,Single Purse Seine,BETTY C,4267,T3QS,K11740854,1166,61.11,18-Sep-11,17-Sep-12
Republic of Kiribati,Single Purse Seine,JEANNINE,4531,T3SF,K11740993,1460,61.2,29-Aug-11,28-Aug-12
Republic of Kiribati,Single Purse Seine,KAO NO.1,4788,T3AG,KSR 30/94,1015,56.75,1-Jul-11,30-Jun-12
Republic of Kiribati,Single Purse Seine,TAIJIN NO.18,7278,T3EG,KSRO90,1016,61.9,6-Jul-11,5-Jul-12
Republic of Kiribati,Single Purse Seine,MOAMARI,17715,T3JG,K14821133,1633,76.06,12-Sep-11,11-Sep-12
Republic of Kiribati,Single Purse Seine,MARIRAOI,22889,T3AF2,K14801164,1207.71,68.1,5-Jan-12,4-Jan-13
Republic of Kiribati,Fish Carrier,SEIWA,32022,T3VQ,K12911095,2692,94,14-Sep-11,13-Sep-12
Republic of Kiribati,Fish Carrier,LAKE HILL,32079,T3LP,K-10810738,3363,99.02,1-Jul-11,30-Jun-12
Republic of Kiribati,Fish Carrier,TAI FU NO.1,32928,T3LY,K10790747,6049,137,1-Jul-11,30-Jun-12
Republic of Kiribati,Fish Carrier,FORTUNA REEFER,33500,T3KB,K-10800602,3493,99.59,1-Jul-11,30-Jun-12
Republic of Kiribati,Fish Carrier,TAI XING,33591,T3AL2,K14821167,3218,92.23,16-Dec-11,15-Dec-12
Republic of Kiribati,Fish Carrier,SUN BIG NO.3,33996,T3LU,K-10730743,7595,141.15,5-Jul-11,4-Jul-12
Republic of Kiribati,Bunker,HAI SOON IX,34125,T3ND,K10840780,2824,89.32,1-Jul-11,30-Jun-12
Republic of Kiribati,Longline,TERAKA NO.8,34179,T3JC,K14981136,660,49,12-Sep-11,11-Sep-12
Republic of Kiribati,Longline,TERAKA NO.18,34434,T3JD,K14001137,577,49,12-Sep-11,11-Sep-12
Republic of Kiribati,Fish Carrier,YUNG DA FA 101,35064,T3NL,K-10850788,2436,82.82,1-Jul-11,30-Jun-12
Republic of Kiribati,Fish Carrier,EKATERINA,35337,T3YD,K-13861177,4148,116.6,30-Apr-11,29-Apr-12
Republic of Kiribati,Fish Carrier,SHIN HO CHUN 102,35392,T3LN,K-10020737,2900,95.2,1-Jul-11,30-Jun-12
Republic of Kiribati,Fish Carrier,SHIN HO CHUN 101,35403,T3LR,K-10990740,2495,95.2,1-Jul-11,30-Jun-12
Republic of Kiribati,Fish Carrier,HUA JIAN NO.1,35499,T3MD,K10790752,3415,99.99,5-Oct-11,4-Oct-12
Republic of Kiribati,Bunker,TAI RONG 15,35671,T3NT,K11880804,2992,107.42,15-Jul-11,14-Jul-12
Republic of Kiribati,Single Purse Seine,PACIFIC STAR,35791,T3RG,K11900969,4164,107.67,1-Jul-11,30-Jun-12
Republic of Kiribati,Pole and Line,AKAWA,35792,T3RP,K11020988,393,44.5,7-Aug-11,6-Aug-12
Republic of Kiribati,Bunker,HAI SOON 12,35862,T3SP,K12930902,3243,101.73,22-Jul-11,21-Jul-12
Republic of Kiribati,Fish Carrier,SEA TRADER,35904,T3TC,K-12900919,4574,120.2,1-Jul-11,30-Jun-12
Republic of Kiribati,Fish Carrier,SEA STAR,36010,T3YU,K13901194,4574,120.2,21-Jun-11,20-Jun-12
Republic of Kiribati,Bunker,HAI SOON 5,36031,T3UM,K12941061,1998,89.18,1-Jul-11,30-Jun-12
Republic of Kiribati,Longline,TERAKA NO.28,36062,T3JE,K14011138,660,49,12-Sep-11,11-Sep-12
Republic of Kiribati,Fish Carrier,HUA JIAN 109,36072,T3UC,K12801049,4056,112.9,7-Sep-11,6-Sep-12
Republic of Kiribati,Longline,TERAKA NO.1,36081,T3UN,KSRF003,142,23.79,23-Sep-11,22-Sep-12
Republic of Kiribati,Fish Carrier,HUA JIAN NO.107,36213,T3XR,K13861161,4238,107.96,12-Aug-11,11-Aug-12
Republic of Kiribati,Longline,TERAKA NO.168,36222,T3ZP,K14871116,378,53.3,11-Aug-11,10-Aug-12
Republic of Vanuatu,Pole and Line,YUH FA 201,16170,YJTA2,1516,531.62,54.9,2-May-11,1-May-12
Republic of Vanuatu,Fish Carrier,NEW SATSUKI,33444,YJVZ8,1899,1888,85.07,7-Dec-11,6-Dec-12
Republic of Vanuatu,Fish Carrier,FUTAGAMI,33995,YJQJ8,1963,2581,88.94,16-Mar-11,15-Mar-12
Republic of Vanuatu,Fish Carrier,KAIHO MARU,34060,YJQE4,1925,2600,93.78,8-Jul-11,7-Jul-12
Republic of Vanuatu,Single Purse Seine,FAIR WINNER 707,34080,YJRA3,1114,1060,69.45,1-Jul-11,30-Jun-12
Republic of Vanuatu,Fish Carrier,SHIN IZU,34118,YJQA5,1901,2781,95.92,8-Nov-11,7-Nov-12
Republic of Vanuatu,Fish Carrier,YU HSIANG MARU,34210,YJQE3,28522-TJ,2713,91.29,19-Jul-11,18-Jul-12
Republic of Vanuatu,Single Purse Seine,EASTERN MARINE,34221,YJRE2,1149,1099,71.23,1-Jul-11,30-Jun-12
Republic of Vanuatu,Single Purse Seine,ORIENTAL MARINE,34222,YJRD9,1148,1099,71.23,1-Jul-11,30-Jun-12
Republic of Vanuatu,Single Purse Seine,FAIR PIONEER  707,34286,YJRG5,1198,1060,69.45,1-Jul-11,30-Jun-12
Republic of Vanuatu,Single Purse Seine,FONG SEONG 666,34312,YJRJ6,1214,2234,84.32,1-Jul-11,30-Jun-12
Republic of Vanuatu,Single Purse Seine,FONG SEONG 696,34460,YJRJ7,1215,2234,84.32,5-Aug-11,4-Aug-12
Republic of Vanuatu,Longline,SHIN JAAN SHIN NO.168,34547,YJRT3,1285,499,53.45,19-Jul-11,18-Jul-12
Republic of Vanuatu,Longline,LONGBOW NO.7,34551,YJRT7,1289,499,53.45,14-Jul-11,13-Jul-12
Republic of Vanuatu,Longline,YUH YI NO.16,34701,YJSB6,1336,93.18,27.2,1-Aug-11,31-Jul-12
Republic of Vanuatu,Longline,YUH YI NO.21,34702,YJSB7,1337,93.18,23.8,25-Jul-11,24-Jul-12
Republic of Vanuatu,Longline,YUH YI 22,34709,YJSB8,1338,93.18,27.32,1-Aug-11,31-Jul-12
Republic of Vanuatu,Longline,SHUN MENG,34748,YJSV9,1483,555,54.4,1-Jul-11,30-Jun-12
Republic of Vanuatu,Single Purse Seine,HSIANG FA 8,34815,YJSF5,1367,1284,61.94,1-Jul-11,30-Jun-12
Republic of Vanuatu,Single Purse Seine,FAIR VICTORY 707,34824,YJSK6,1400,1280,70.59,1-Jul-11,30-Jun-12
Republic of Vanuatu,Longline,YUH CHANG NO.7,34856,YJSK9,1403,93.18,27.32,25-Jul-11,24-Jul-12
Republic of Vanuatu,Longline,MING MAN 2,34858,YJSC7,1345,660,58.2,13-Oct-11,12-Oct-12
Republic of Vanuatu,Longline,YUH FA NO.1,34871,YJQJ9,Nov-39,499,43.35,27-Sep-11,26-Sep-12
Republic of Vanuatu,Longline,YUH FA NO.1,34871,YJQJ9,Nov-39,499,43.35,27-Sep-12,29-Jan-13
Republic of Vanuatu,Longline,LONGBOW 1,34899,YJSL6,1408,199,37.5,14-Jul-11,13-Jul-12
Republic of Vanuatu,Longline,JUPITER NO.1,34912,YJUC5,1535,699,58.7,6-Aug-11,5-Aug-12
Republic of Vanuatu,Longline,MERCURY,34913,YJSW3,1485,498,55.1,17-Jul-11,16-Jul-12
Republic of Vanuatu,Single Purse Seine,FU FA 88,34915,YJSJ9,1395,1150,70.59,1-Jul-11,30-Jun-12
Republic of Vanuatu,Longline,HUI SHUN,34916,YJRL9,1235,576,53.45,31-Oct-11,30-Oct-12
Republic of Vanuatu,Longline,YUH CHANG 1,34931,YJSJ7,1393,93.18,27.95,5-Aug-11,4-Aug-12
Republic of Vanuatu,Longline,YUH CHANG NO.2,34933,YJSJ8,1424,93.18,27.32,25-Jul-11,24-Jul-12
Republic of Vanuatu,Single Purse Seine,FAIR CHAMPION 707,34957,YJSQ4,1438,1280,70.59,1-Jul-11,30-Jun-12
Republic of Vanuatu,Longline,KIN SHUN AN 6,35006,YJSF4,1366,637,57.06,26-Jul-11,25-Jul-12
Republic of Vanuatu,Single Purse Seine,FONG SEONG 818,35019,YJSS9,1459,1152,72.37,1-Jul-11,30-Jun-12
Republic of Vanuatu,Single Purse Seine,SHUN FA 8,35060,YJST7,1465,1280,70.59,1-Jul-11,30-Jun-12
Republic of Vanuatu,Single Purse Seine,HSIANG HAO 8,35071,YJSR9,1451,2175,84.66,1-Jul-11,30-Jun-12
Republic of Vanuatu,Single Purse Seine,EASTERN STAR,35108,YJUC6,1536,2386,89.21,1-Jul-11,30-Jun-12
Republic of Vanuatu,Single Purse Seine,FONG SEONG 668,35122,YJUD2,1540,2386,89.21,1-Jul-11,30-Jun-12
Republic of Vanuatu,Longline,JUI DER 36,35217,YJUB3,1525,558,46.77,1-Jul-11,30-Jun-12
Republic of Vanuatu,Longline,HUI FA,35231,YJSW2,1484,470,53.15,28-Oct-11,27-Oct-12
Republic of Vanuatu,Longline,FU CHUN 126,35239,YJSG6,1376,637,50.8,20-Apr-11,19-Apr-12
Republic of Vanuatu,Single Purse Seine,FAIR RICH 707,35262,YJUJ9,1588,1280,70.59,1-Jul-11,30-Jun-12
Republic of Vanuatu,Longline,SUNG HUI,35364,YJSW4,1486,498,55.75,14-Jul-11,13-Jul-12
Republic of Vanuatu,Longline,YUH PAO NO.12,35365,YJUN9,1620,93.18,27.32,25-Jul-11,24-Jul-12
Republic of Vanuatu,Longline,HSIANG SHUN,35378,YJSR6,1448,558,55.8,19-Jul-11,18-Jul-12
Republic of Vanuatu,Longline,HSIANG YUAN 101,35387,YJUS5,1648,375,44.31,15-Jul-11,14-Jul-12
Republic of Vanuatu,Longline,YUH YUEAN NO.3,35691,YJSZ8,1514,167.62,29.2,29-Aug-11,28-Aug-12
Republic of Vanuatu,Pole and Line,TANGAROA,35794,YJVJ6,5032,472,40,18-Sep-11,17-Sep-12
Republic of Vanuatu,Fish Carrier,TUNASTATES,35888,YJQP4,1975,3936,100.98,6-Aug-11,5-Aug-12
Republic of Vanuatu,Fish Carrier,HIKARI 1,35899,YJVY7,1898,4521,120.75,19-Jul-11,18-Jul-12
Republic of Vanuatu,Longline,YUH CHANG 11,36053,YJQD8,1921,91.74,23.8,27-Jul-11,26-Jul-12
Republic of Vanuatu,Longline,YUH CHANG 16,36055,YJQD9,1922,91.74,23.8,4-Aug-11,3-Aug-12
Republic of Vanuatu,Fish Carrier,MEITA MARU,36066,YJQE8,1928,3802,106.86,21-Aug-11,20-Aug-12
Republic of Vanuatu,Longline,KOVA,36110,YJQU8,2004,603,55.48,4-Jan-12,3-Jan-13
Republic of Vanuatu,Longline,EMELEE 1,36123,YJVZ9,1953,86,23.8,15-Feb-11,14-Feb-12
Republic of Vanuatu,Longline,EMELEE 2,36124,YJZZ4,1954,86,23.8,4-Apr-11,3-Apr-12
Republic of Vanuatu,Longline,EMELEE 3,36125,YJZZ5,1955,86,23.8,15-Feb-11,14-Feb-12
Republic of Vanuatu,Fish Carrier,HATSUKARI,36134,YJQL2,1957,2712,94,21-Feb-11,20-Feb-12
Republic of Vanuatu,Fish Carrier,LUNG YUIN,36135,YJQP3,1974,3431,94.32,21-Feb-11,20-Feb-12
Republic of Vanuatu,Longline,CHUNG KUO NO.32,36147,YJQY4,2019,80,23.9,13-Apr-11,12-Apr-12
Republic of Vanuatu,Longline,CHUNG KUO NO.31,36148,YJQY3,2018,80,23.9,13-Apr-11,12-Apr-12
Republic of Vanuatu,Fish Carrier,OCEANUS,36182,YJQH9,1950,3819,100.98,5-Jun-11,4-Jun-12
Republic of Vanuatu,Longline,CHUNG KUO NO.35,36184,YJQZ2,2021,80,23.9,16-Jun-11,15-Jun-12
Republic of Vanuatu,Longline,CHUNG KUO NO.37,36185,YJQZ3,2022,80,23.9,5-Jul-11,4-Jul-12
Republic of Vanuatu,Longline,CHUNG KUO NO.288,36186,YJQZ8,2027,81,23.8,5-Jul-11,4-Jul-12
Republic of Vanuatu,Longline,CHUNG KUO NO.33,36187,YJQY5,2020,80,23.9,5-Jul-11,4-Jul-12
Republic of Vanuatu,Fish Carrier,SHIN FUJI,36207,YJQA4,1900,3822,99.5,7-Jul-11,6-Jul-12
Republic of Vanuatu,Fish Carrier,TENHO MARU,36215,YJQE5,1926,3496,94.65,2-Aug-11,1-Aug-12
Republic of Vanuatu,Longline,GILONTAS NO.777,36224,YJRA2,2029,98,23.5,6-Sep-11,5-Sep-12
Republic of Vanuatu,Longline,CHUNG KUO NO.39,36225,YJQZ4,2023,80,23.9,6-Sep-11,5-Sep-12
Republic of Vanuatu,Longline,CHUNG KUO NO.222,36226,YJQZ7,2026,81,23.8,12-Sep-11,11-Sep-12
Republic of Vanuatu,Longline,CHUNG KUO NO.289,36227,YJQZ9,2028,81,23.8,6-Sep-11,5-Sep-12
Republic of Vanuatu,Longline,CHUNG KUO NO.212,36228,YJQZ6,2025,81,23.8,6-Sep-11,5-Sep-12
Republic of Vanuatu,Longline,GILONTAS NO.168,36230,YJQZ5,2024,98,23.9,8-Sep-11,7-Sep-12
Republic of Vanuatu,Fish Carrier,GENTA MARU,36241,YJRE3,2051,3989,99.06,14-Oct-11,13-Oct-12
Saint Kitts and Nevis,Fish Carrier,JI YANG,36109,V4AT,SKN 1001703,6504,127.5,4-Jan-12,3-Jan-13
Sierra Leone,Bunker,ANGEL NO.2,35773,9LY2127,SL100828,5847,119.4,9-Sep-11,8-Sep-12
Sierra Leone,Bunker,ANGEL NO.9,35890,9LY2169,SL100870,6378,115.63,6-Jul-11,5-Jul-12
Sierra Leone,Bunker,AN TONG,35922,9LY2167,SL100868,3183,89.95,15-Jul-11,14-Jul-12
Sierra Leone,Bunker,ANGEL NO.106,36089,9LY2276,,4629,98.46,12-Oct-11,11-Oct-12
Sierra Leone,Fish Carrier,HAN XING,36092,9LY2308,SL103111,1998,74.68,25-Nov-11,24-Nov-12
Sierra Leone,Fish Carrier,SHUN HE,36252,9LA2111,SL104012,1277,69.8,30-Nov-11,29-Nov-12
Sierra Leone,Fish Carrier,RUN JIU,36254,9LY2426,SL103229,1995,82.65,6-Jan-12,5-Jan-13
Singapore,Bunker,HAI SOON 18,34700,9V6073,389392,999,74.5,1-Jul-11,30-Jun-12
Singapore,Bunker,NO.7 COAM,34806,9VKU5,390455,2801,95.02,1-Jul-11,30-Jun-12
Singapore,Bunker,HAI SOON 26,35049,9VAY5,390182,3338,105,3-Jul-11,2-Jul-12
Singapore,Bunker,MUMBAI,35941,9V8929,396408,4568,102.7,1-Jul-11,30-Jun-12
Singapore,Bunker,ANGEL NO.10,36065,S6AA3,390303,25800,181.61,19-Aug-11,18-Aug-12
Singapore,Bunker,ANGEL NO.105,36069,S6DK,385666,4688,104.27,30-Aug-11,29-Aug-12
Singapore,Fish Carrier,SATSUMA,36169,9V8759,396209,2713,91.48,28-May-11,27-May-12
Solomon Islands,Single Purse Seine,SOLOMON PEARL,35611,H4NK,941,718,46,19-Sep-11,18-Sep-12
Solomon Islands,Single Purse Seine,SOLOMON EMERALD,35620,H4NC,942,718,46,19-Sep-11,18-Sep-12
Solomon Islands,Single Purse Seine,SOLOMON RUBY,35917,H4AM,969,718,46,19-Sep-11,18-Sep-12
Solomon Islands,Single Purse Seine,SOLOMON JADE,35918,H4AB,968,718,46,19-Sep-11,18-Sep-12
Solomon Islands,Single Purse Seine,SOLOMON OPAL,35957,H4AL,970,718,46,19-Sep-11,18-Sep-12
South Korea,Single Purse Seine,SEA CHASE,4226,6NSI,96080066260001,1102,68.1,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,ORIENTAL KIM,4242,6NHC,95100716260009,745,76.77,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,DEOLINDA,4333,6NHD,95100726260008,606,69.46,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,SAJO ACCORDIA,4390,6MOX,95061046210008,1201.65,68.1,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,ELSPETH,4465,6NHK,95100736260007,745,75.59,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,SHILLA SPRINTER,4523,DTBO2,4060016261100,807,72.64,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,SAJO OLYMPIA,4705,6LCU,95061006210002,701,76.06,1-Jul-11,30-Jun-12
South Korea,Longline,YU SHIN NO.505,16063,6KYG,95060966210009,332.03,49.95,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,COSMOS KIM,16949,HLLF,95100556260009,733,75.1,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,UNIVERSE KIM,16956,HLLG,95100566260008,981.67,67.51,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,GRANADA,17491,HLBT,95100576260007,996.2,67.5,1-Jul-11,30-Jun-12
South Korea,Longline,DONGWON NO.802,18150,HLLR,95100586260006,383,47.21,1-Jul-11,30-Jun-12
South Korea,Longline,DONGWON NO.803,18168,HLLS,95100596260005,383,53.3,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.705,18804,6NLH,95070106210009,377,53.3,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.301,18861,HLHE,95060986210007,384,53.3,1-Jul-11,30-Jun-12
South Korea,Longline,DONGWON NO.806,19133,HLWP,95100686260004,408,49.91,1-Jul-11,30-Jun-12
South Korea,Longline,DONGWON NO.808,19141,HLWQ,95100696260003,408,49.91,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.711,20057,DTFS,95120286260008,414,56.07,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,JUVENTUS,20099,6NIC,95100706260000,635,68.1,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.311,21337,DTDX,95061026210000,380,53.3,6-Jul-11,5-Jul-12
South Korea,Longline,ORYONG NO.305,21543,HLVJ,95050056210000,384,53.3,14-Jul-11,13-Jul-12
South Korea,Longline,ORYONG NO.315,22038,DTDZ,95020356210000,380,53.3,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,SAJO COLUMBIA,22483,6NJU,95061016210001,1106.04,68.1,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,OLYMPUS,22905,6LHV,95123706260003,988.56,67.51,1-Jul-11,30-Jun-12
South Korea,Longline,DONGWON NO.201,22939,DTFU,95080026260007,410,49.91,1-Jul-11,30-Jun-12
South Korea,Longline,DONGWON NO.202,22947,DTFV,95100626260000,410,56.07,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,LIM DISCOVERER,22970,6LIR,95040656210000,1207.71,68.09,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.718,23234,DTAC6,97040046260009,416,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.712,23366,6LHG,95123566260001,416,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,DONGWON NO.211,23606,6LCW,95100646260008,408,49.91,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.801,23994,DTBU7,8050016261104,387,54.11,1-Jul-11,30-Jun-12
South Korea,Longline,TONINA NO.3,24463,6NKJ,94110156210007,408,49.91,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,WESTERN KIM,24893,6MOW,9511010-6260000,1201.65,68.17,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,OCEAN MASTER,24968,6MOU,95081276260007,1349.2,78.33,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,SHILLA EXPLORER,25007,6MPH,95123996260000,1349.2,68.29,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,SHILLA PIONEER,25023,6MSQ,95124066260000,1349.2,68.29,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.312,25320,DTDY,95020346210001,380,53.3,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.717,25502,DTAF2,97030026260003,416,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,DONG WON NO.617,25601,HLJF,95123486260001,414,56.07,16-Jul-11,15-Jul-12
South Korea,Single Purse Seine,CARIBE,25908,DTBQ7,4070016261108,733,76.64,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.303,26047,HLHJ,95030316210002,384,53.3,1-Jul-11,30-Jun-12
South Korea,Longline,DONG WON NO.620,26344,6LCI,95123886260003,417,56.07,24-Jun-11,23-Jun-12
South Korea,Single Purse Seine,SHILLA CHALLENGER,26377,6MET,95124106260004,1349.2,68.29,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.306,26401,HLVW,95061036210009,384,53.3,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,LADY MARION,30767,6LLX,95070326210003,606,68.28,1-Jul-11,30-Jun-12
South Korea,Longline,SHIN YUNG NO.53,32161,6MWO,95123816260000,424,55.2,5-Jul-11,4-Jul-12
South Korea,Longline,SOJIN NO.101,32165,HLLW,95123216260002,378,53.3,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.316,32168,6MBQ,95040076210000,380,53.3,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.726,32188,6NSK,99030056260006,416,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.707,32189,HLWH,95110336260003,414,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.725,32190,DTAC8,99040036260006,421,56.07,8-Jul-11,7-Jul-12
South Korea,Longline,ORYONG NO.723,32192,DTAB8,98030016260002,446,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,DONGWON NO.216,32197,6NMK,95100756260005,408,56.07,16-Mar-11,15-Mar-12
South Korea,Longline,DONGWON NO.207,32198,HLBR,95100606260002,380,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,PANALOX 701,32209,DTAB7,95110296260009,442,55.09,1-Jul-11,30-Jun-12
South Korea,Longline,CHUNG YONG NO.61,32213,6NKP,94120256210003,423,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.317,32216,6MBV,95030346210009,380,53.3,1-Jul-11,30-Jun-12
South Korea,Longline,CHUNG YONG NO.55,32218,6LJR,95100206260000,416,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,CHUNG YONG NO.53,32219,DTFF,95123466260003,416,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,AGNES 83,32226,6LIW,95124126260002,417,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,AGNES 82,32227,6LWJ,95123526260005,410,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,AGNES 90,32236,6LZM,95040576210000,414,56.38,1-Jul-11,30-Jun-12
South Korea,Longline,OYANG NO.356,32237,6MNJ,95110186260002,411,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,PANALOX 503,32239,DTAU4,98120026260002,427,55.14,1-Jul-11,30-Jun-12
South Korea,Longline,PANALOX 502,32240,DTAV2,98120056260009,427,55.09,1-Jul-11,30-Jun-12
South Korea,Longline,PANALOX 501,32241,DTAU9,98120046260000,427,55.16,1-Jul-11,30-Jun-12
South Korea,Longline,SHIN YUNG NO.56,32242,HLWA,95123286260005,384,53.3,1-Jul-11,30-Jun-12
South Korea,Longline,SHIN YUNG NO.52,32243,6NJJ,95123586260009,401,53.5,1-Jul-11,30-Jun-12
South Korea,Longline,SHIN YUNG NO.51,32244,6LGQ,95123516260006,401,53.5,1-Jul-11,30-Jun-12
South Korea,Longline,IN SUNG NO.27,32246,6LHL,95123936260006,414,56.7,1-Jul-11,30-Jun-12
South Korea,Longline,HANSUNG NO.38,32247,HLJB,95123606260005,385,53.3,1-Jul-11,30-Jun-12
South Korea,Longline,HANSUNG NO.39,32248,6NET,95124246260008,385,53.3,8-Jul-11,7-Jul-12
South Korea,Longline,OYANG NO.105,32254,6LJG,95110216260007,411,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.325,32906,6MNZ,95040126210003,389,53.52,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.721,32915,DTAH8,97050046260007,416,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,DONGWON NO.205,32920,DTDV,95080046260005,397,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.307,32923,HLBX,95050096210006,384,53.3,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.722,32924,DTAG3,97120016260005,416,56.07,11-Jul-11,10-Jul-12
South Korea,Longline,ORYONG NO.715,32925,DTAD8,96080016260006,416,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,ATUN TRES,32926,DTAC5,95120306260004,408,49.61,1-Jul-11,30-Jun-12
South Korea,Longline,CHIL SUNG NO.1,32950,HLJC,95123596260008,385,53.3,1-Jul-11,30-Jun-12
South Korea,Longline,KYUNG YANG NO.2,32951,6NJH,95071256260001,423,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,TONINA NO.5,32956,6NKA,94090016210008,408,49.61,1-Jul-11,30-Jun-12
South Korea,Longline,AGNES 95,32958,6NGW,95122976260003,353,54.8,1-Jul-11,30-Jun-12
South Korea,Longline,SK 9,32961,6LJT,95123626260003,385,54,5-Apr-11,4-Apr-12
South Korea,Longline,ORYONG NO.706,32963,HLWF,95123356260006,414,56.07,1-Jul-11,30-Jun-12
