Flag,Vessel_type,Vessel_name,Vessel_id,Callsign,Flag_registration_num,Weight_gross,Length,Start_date,End_date
South Korea,Longline,DONGWON NO.212,32964,6NMC,95100746260006,408,49.91,1-Jul-11,30-Jun-12
South Korea,Longline,DONGWON NO.208,32969,6NIM,95100766260004,408,49.91,1-Jul-11,30-Jun-12
South Korea,Longline,PANALOX 505,32970,DTAV3,98120066260008,427,55.2,1-Jul-11,30-Jun-12
South Korea,Longline,HANSUNG NO.36,32983,HLWD,95123396260002,384,53.3,1-Jul-11,30-Jun-12
South Korea,Longline,DONG WON NO.621,33391,6NLA,95030376210006,424,49.61,27-Sep-11,26-Sep-12
South Korea,Longline,SK 8,33398,6LVN,95030236210002,398,54,5-Apr-11,4-Apr-12
South Korea,Longline,ORYONG NO.335,33399,6MNY,95030246210001,417,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,OCEAN NO.207,33406,DTFC,95110206260008,411,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,OYANG NO.307,33408,HLBO,95110196260001,380,53.3,1-Jul-11,30-Jun-12
South Korea,Longline,OYANG NO.355,33410,6MNI,95110136260007,411,56.07,14-Jul-11,13-Jul-12
South Korea,Longline,CHUNG YONG NO.71,33417,6NKO,94120276210001,423,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,CHUNG YONG NO.73,33418,6NKT,95010156210006,423,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,CHUNGYONG NO.75,33419,6NKL,94110126210000,423,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.708,33433,DTFR,95040676210008,414,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,STD NO.2,33503,DTBV5,8080016261108,374,47.2,22-Dec-11,21-Dec-12
South Korea,Longline,DONGWON NO.121,33543,6MPX,95061506210002,388,48.45,1-Jul-11,30-Jun-12
South Korea,Longline,DONGWON NO.203,33551,DTDU,95080036260006,397,49.91,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.337,33564,6NLS,95071196260009,427,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,SHIN YUNG NO.55,33574,6MWP,95123846260007,424,55.2,1-Jul-11,30-Jun-12
South Korea,Longline,OYANG NO.205,33575,DTFA,95110156260005,411,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,OYANG NO.106,33577,6LJH,95030586210001,411,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,DONG WON NO.633,33782,DTAN8,9705002-6260009,425,56.07,25-Jun-11,24-Jun-12
South Korea,Longline,PANALOX 506,33784,DTAU5,98120036260001,427,55.2,1-Jul-11,30-Jun-12
South Korea,Longline,OYANG NO.371,33786,DTAC9,95120366260008,383,53.3,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.96,33835,6LVE,95060976210008,382,53.3,1-Jul-11,30-Jun-12
South Korea,Fish Carrier,SUN FLOWER 7,34237,DSPI5,JJR079662,3244,92.23,1-Jul-11,30-Jun-12
South Korea,Fish Carrier,SOHOH,34265,DSQS6,JJR101951,4519,113.38,7-Nov-11,6-Nov-12
South Korea,Longline,DONG WON NO.618,34383,6KWS,95123796260004,417,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,DONG WON NO.631,34385,DTAM4,97010046260005,420,49.61,7-Jan-12,6-Jan-13
South Korea,Longline,DONG WON NO.623,34387,DSDR7,94120156210005,424,56.07,27-Jul-11,26-Jul-12
South Korea,Longline,OCEAN NO.206,34390,DTFB,95110146260006,411,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,OYANG NO.372,34394,DTAE9,96040016260004,383,53.3,1-Jul-11,30-Jun-12
South Korea,Longline,IN SUNG  NO.88,34450,DTUV,95123756260008,410,56.07,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.716,34493,DTAC3,96080026260005,416,56.07,1-Jul-11,30-Jun-12
South Korea,Fish Carrier,KATAH,34503,DSRG3,JJR-111065,4457,120.75,8-Dec-11,7-Dec-12
South Korea,Longline,KYUNG YANG NO.6,34525,6KCA6,11100016261400,483,59.25,3-Nov-11,2-Nov-12
South Korea,Longline,KYUNG YANG NO.7,34527,6KCA7,11100026261409,488,59.25,3-Nov-11,2-Nov-12
South Korea,Longline,DONG WON NO.632,34568,DSAQ4,97080016260004,424,56.07,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,SHILLA JUPITER,34637,DTBE8,1040036260001,780,69.55,1-Jul-11,30-Jun-12
South Korea,Longline,DONG WON NO.630,34657,DTAR8,97110036260005,387,50.15,1-Jul-11,30-Jun-12
South Korea,Longline,DONGWON NO.217,34704,DTAE3,96030016260006,391,54.1,16-Mar-11,15-Mar-12
South Korea,Longline,ORYONG NO.357,34855,DTBK7,2060016260007,379,53.51,1-Jul-11,30-Jun-12
South Korea,Longline,SUN RISE,34986,DTAD3,97060016260008,430,54,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.731,34987,DTAD4,95120376260007,383,53.3,5-Jul-11,4-Jul-12
South Korea,Fish Carrier,LAKE GLORY,35001,DSOC6,JJR059049,5122,118.92,1-Jul-11,30-Jun-12
South Korea,Longline,SK 7,35090,DTAM5,97010036260006,392,48.89,5-Apr-11,4-Apr-12
South Korea,Fish Carrier,CHERRY STAR,35143,DSNK2,JJR039518,3919,103.6,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.371,35152,DTBN9,3110046261108,419,56.7,1-Jul-11,30-Jun-12
South Korea,Fish Carrier,SEA MANSION,35393,DSOP5,JJR-068905,2426,86.33,5-Jul-11,4-Jul-12
South Korea,Single Purse Seine,OCEAN ACE,35454,DTBQ5,6040016261100,2023,74.51,1-Jul-11,30-Jun-12
South Korea,Fish Carrier,SEIN OCEAN,35607,DSMN2,JJR-094064,4071,110.03,1-Jul-11,30-Jun-12
South Korea,Fish Carrier,SL BOGO,35629,DSOZ2,JJR078811,3302,99.98,1-Jul-11,30-Jun-12
South Korea,Fish Carrier,SL ARCHI,35634,DSOR5,JJR069304,1488,84.36,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,BLUE OCEAN,35722,DTBU5,8050026261103,2023,74.51,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,JANG BO GO,35763,DTBU8,8100016261103,2023,74.51,1-Jul-11,30-Jun-12
South Korea,Longline,ORYONG NO.375,35786,DTBW2,9010016261100,394,56.17,6-Jul-11,5-Jul-12
South Korea,Fish Carrier,SEIN SUN,35850,DSQY9,JJR106309,4428,109,20-Oct-11,19-Oct-12
South Korea,Bunker,JEY DREAM,35887,DSQM8,JJR093987,3293,104.53,25-Jul-11,24-Jul-12
South Korea,Longline,ORYONG NO.377,35938,DTBX2,9110016261109,398,55.16,1-Jul-11,30-Jun-12
South Korea,Longline,DONG WON NO.637,35945,DTBW8,9100016261101,408,56.45,1-Jul-11,30-Jun-12
South Korea,Longline,DONG WON NO.638,35946,DTBW9,9100026261100,419,56.9,1-Jul-11,30-Jun-12
South Korea,Longline,KYUNG YANG NO.3,35958,DTBX3,9120016261401,393,55.16,1-Jul-11,30-Jun-12
South Korea,Fish Carrier,LAKE WIN,35959,DSQW2,JJR-102283,2623,93.39,8-Jul-11,7-Jul-12
South Korea,Bunker,KEOJE TIGER,35968,DSMQ2,JJR-093994,4228,110,6-Jul-11,5-Jul-12
South Korea,Longline,KYUNG YANG NO.5,35995,DTBX7,10020016261409,414,56.08,1-Jul-11,30-Jun-12
South Korea,Single Purse Seine,SAJO POTENTIA,36003,DTBX6,10020016261105,1061,70.59,1-Jul-11,30-Jun-12
South Korea,Longline,DONG WON NO.635,36030,DTAR7,97110026260006,393,46.68,1-Jul-11,30-Jun-12
South Korea,Bunker,WOO BONG,36041,DSEM6,JJR962488,4658,104.03,1-Jul-11,30-Jun-12
Spain,Single Purse Seine,AURORA B,34264,EAQT,3BI2597,2479,84.1,3-Jul-11,2-Jul-12
Spain,Single Purse Seine,ALBACORA UNO,34296,EAMB,VI5196,3584,105,3-Jul-11,2-Jul-12
Spain,Single Purse Seine,ROSITA C,34708,EAHJ,3B12400,2502,84.1,14-Jul-11,13-Jul-12
Spain,Single Purse Seine,ALBATUN TRES,35571,EADN,3A VI51203,3500,116,3-Jul-11,2-Jul-12
Spain,Fish Carrier,SALICA FRIGO,35784,EBTL,701,7207,132.9,17-Sep-11,16-Sep-12
Taiwan,Single Purse Seine,JIH YU 612,17202,BZHA,CT7-0087,995.57,64.7,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,JIH YU 712,17731,BZHW,CT7-0090,995.02,64.7,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,FONG KUO 788,17889,BEFL,CT7-0131,995,64.7,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,FU KUAN 606,19414,BEEQ,CT7-0146,995,64.7,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,FAIR DISCOVERY 707,19844,BI2213,CT7-0213,995.03,64.7,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,JIH YU 812,22145,BEND,CT7-0235,995.02,64.7,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,JIH YU 212,22814,BZKF,CT7-0237,995,64.7,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,YU WEN 101,23416,BZJM,CT7-0308,995,64.76,1-Jul-11,30-Jun-12
Taiwan,Longline,CHIN HAI TSAI,24000,BJ3977,CT41977,71.09,23.73,11-Apr-11,10-Apr-12
Taiwan,Single Purse Seine,CHING FENG 767,24182,BZKO,CT7-0325,996,66.23,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,FONG KUO 708,24414,BZKZ,CT7-0361,995,64.7,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,HSIEH FENG 701,24588,BI2377,CT7-0377,995,64.7,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,FONG KUO 768,25130,BZMG,CT7-0409,995,64.7,2-Jul-11,1-Jul-12
Taiwan,Single Purse Seine,YUNG HSING FA NO.668,25429,BZNE,CT7-000360,996,66.2,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,BAE FU 103,25437,BZNF,CT70438,995,64.7,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,SHUN TIEN 606,26195,BZMX,CT70392,995,66.4,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,CHING FENG 787,26203,BZNC,CT80048,1091,69.26,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,FONG KUO 736,26732,BEAC,CT8-0053,1081,69.25,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,FAIR PESCA 707,26740,BL2043,CT8-0043,1052,66.23,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,FU KUAN 707,26757,BZNQ,CT8-0045,1091,69.26,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,BAE FU 301,26773,BL2052,CT8-0052,1089,69.25,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,FAIR WELL 707,27136,BEAK,CT80057,1089,69.26,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,WIN FAR NO.626,27359,BEAB,CT80038,1098,65.7,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,HSIEH FENG 707,27441,BL2051,CT8-0051,1098,65.5,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,YU WEN 301,27680,BEBG,CT8-0059,1080,69.26,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,FONG KUO 817,27714,BEBN,CT8-0063,1092,69.26,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,TA CHING 666,27730,BEBF,CT8-0062,1052,66.23,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,WIN FAR NO.636,27888,BL2039,CT80039,1098,65.7,1-Jul-11,30-Jun-12
Taiwan,Fish Carrier,WIN SHUEN SHING,27904,BECS,CT8-000028,3062,100,1-Jul-11,30-Jun-12
Taiwan,Longline,JIN YI DE,28142,BK7207,CT3-5207,49.75,16.48,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,FONG SEONG 767,28217,BEBC,CT80061,1895,86.11,5-Aug-11,4-Aug-12
Taiwan,Single Purse Seine,FONG SEONG 779,28589,BEBT,CT8-0065,1735,77.57,1-Jul-11,30-Jun-12
Taiwan,Longline,TAI YI SIANG,29967,BJ4126,CT4-2126,69.43,17.1,20-Jul-11,19-Jul-12
Taiwan,Longline,HUI SHUN NO.6,31906,BH2975,CT60975,394,48,17-Aug-11,16-Aug-12
Taiwan,Longline,JIN YU CHENG,32436,BK5868,CT3-3868,49.75,16.48,1-Jul-11,30-Jun-12
Taiwan,Longline,JIN CHING FA 7,32712,BK6248,CT34248,42.57,15.55,1-Jul-11,30-Jun-12
Taiwan,Longline,TIEN FA TSAI 26,32713,BK6979,CT3-4979,49.62,16.32,1-Jul-11,30-Jun-12
Taiwan,Longline,FU CHUAN YU,32716,BK5624,CT3-3624,49.37,15.25,1-Jul-11,30-Jun-12
Taiwan,Longline,DER HAE NO.7,32745,BJ4313,CT4-2313,54.47,17.5,24-May-11,23-May-12
Taiwan,Longline,FUH AN 13,32754,BK7186,CT3-5186,48.84,17.5,21-Jul-11,20-Jul-12
Taiwan,Single Purse Seine,WIN FAR NO.606,32929,BEDT,CT80071,1124,70.26,1-Jul-11,30-Jun-12
Taiwan,Single Purse Seine,WIN FAR NO.666,32930,BEDU,CT80072,1096,69.26,1-Jul-11,30-Jun-12
Taiwan,Longline,CHI CHIH CHING 1,33031,BK7128,CT3-5128,40.97,17.08,4-Jul-11,3-Jul-12
Taiwan,Longline,JIN HO NO.66,33254,BJ4431,CT4-2431,55.6,17.1,27-Apr-11,26-Apr-12
Taiwan,Longline,YU LONG 12,33264,BJ3721,CT4-1721,98.96,20.2,1-Jul-11,30-Jun-12
Taiwan,Longline,FURE MAAN CHYUN,33379,BK7405,CT3-5405,40.36,16.32,1-Jul-11,30-Jun-12
Taiwan,Longline,YU LONG 18,33705,BJ4536,CT4-2536,77.38,23.9,5-Aug-11,4-Aug-12
Taiwan,Longline,SHIN JYI CHYUU 33,33707,BJ4456,CT4-2456,52.19,17.01,1-Jul-11,30-Jun-12
Taiwan,Longline,TE FU FA,33723,BK6840,CT3-4840,49.51,16.32,1-Jul-11,30-Jun-12
Taiwan,Longline,JIA DER FA 6,33724,BJ4415,CT4-2415,54.74,17.08,1-Jul-11,30-Jun-12
Taiwan,Longline,SHIN JIANN LIH,33727,BJ4370,CT4-2370,64.96,17.25,1-Jul-11,30-Jun-12
Taiwan,Longline,DER MING YU,33729,BJ3832,CT4-1832,64.05,16.85,1-Jul-11,30-Jun-12
Taiwan,Longline,SHINN FURE SHEN 11,33764,BK7408,CT3-5408,41.37,17.08,31-May-11,30-May-12
Taiwan,Longline,MING SHENG TSAIR,34018,BK7109,CT3-5109,49.07,16.5,1-Jul-11,30-Jun-12
Taiwan,Longline,YUH YI 2,34216,BJ4582,CT4-2582,76.38,27,1-Aug-11,31-Jul-12
Taiwan,Longline,YUH YI 1,34217,BJ4581,CT4-2581,76.38,23.9,1-Aug-11,31-Jul-12
Taiwan,Longline,YUH YI NO.6,34257,BJ4587,CT42587,80.91,27,15-Aug-11,14-Aug-12
Taiwan,Longline,SAN SHENG FA NO. TIEN,34281,BJ4591,CT42591,76.15,23,20-Jul-11,19-Jul-12
Taiwan,Longline,JI MAN SHING,34318,BK7167,CT3-5167,40.79,,1-Jul-11,30-Jun-12
Taiwan,Longline,FUH AN 1,34320,BK6600,CT3-4600,49.55,16.3,1-Jul-11,30-Jun-12
Taiwan,Longline,GOANG SHING LIH,34322,BK7364,CT3-5364,40.69,17.08,1-Jul-11,30-Jun-12
Taiwan,Longline,JINN HSING TSAI 3,34326,BK6725,CT3-4725,43.37,15.48,1-Jul-11,30-Jun-12
Taiwan,Longline,SHANG SHUN NO.668,34401,BI2510,CT7-0510,720,57.78,9-Aug-11,8-Aug-12
Taiwan,Longline,YI SIANG,34419,BJ4561,CT4-2561,79,23.99,15-Jul-11,14-Jul-12
Taiwan,Longline,CHI CHIH CHING 21,34431,BK7483,CT3-5483,40.72,16.32,1-Jul-11,30-Jun-12
Taiwan,Longline,YUH YI NO.11,34452,BJ4612,CT42612,79.69,27.32,25-Jul-11,24-Jul-12
Taiwan,Longline,YUH YI NO.12,34453,BJ4613,CT42613,79.69,27.32,25-Jul-11,24-Jul-12
Taiwan,Longline,WIN FAR NO.808,34457,BI2521,CT70521,630,59.2,1-Jul-11,30-Jun-12
Taiwan,Longline,WIN FAR NO.838,34458,BI2521,CT70521,630,59.2,1-Jul-11,30-Jun-12
Taiwan,Longline,SHANG SHUN 622,34479,BI2541,CT7-0541,643,57.78,14-Jul-11,13-Jul-12
Taiwan,Longline,LUNG SOON 282,34480,BI2545,CT7-0545,530,56,14-Jul-11,13-Jul-12
Taiwan,Longline,LUNG SOON 212,34481,BI2544,CT7-0544,525,56,14-Jul-11,13-Jul-12
Taiwan,Longline,YANG SHUN 6,34483,BI2526,CT7-0526,503,56.18,14-Jul-11,13-Jul-12
Taiwan,Longline,SHENG CHI HUI 7,34507,BK6511,CT3-4511,49.55,16.3,2-Aug-11,1-Aug-12
Taiwan,Longline,MAN SING FENG,34511,BK7385,CT3-5385,40.85,15.7,1-Jul-11,30-Jun-12
Taiwan,Longline,SHENG CHI HUI 2,34512,BJ4524,CT4-2524,52.52,,1-Jul-11,30-Jun-12
Taiwan,Longline,YU I HSIANG NO.221,34528,BI2370,CT70370,713,54.85,27-Aug-11,26-Aug-12
Taiwan,Longline,JIN HSING CHI 3,34560,BK7492,CT3-5492,42.35,16.8,1-Jul-11,30-Jun-12
Taiwan,Longline,CHING HSING HSIANG 3,34561,BK6378,CT3-4378,36.01,15.5,1-Jul-11,30-Jun-12
Taiwan,Longline,HSING MING TSAI,34579,BK7569,CT3-5569,33.88,15.35,1-Jul-11,30-Jun-12
Taiwan,Longline,FURE CHYUN 12,34580,BK7478,CT3-5478,40.79,16.32,1-Jul-11,30-Jun-12
Taiwan,Longline,JHEN TONG CHENG NO.3,34589,BJ4649,CT4-2649,91.49,26.25,4-Nov-11,3-Nov-12
Taiwan,Longline,HONG YING,34606,BI2338,CT70338,708,54.85,14-Jul-11,13-Jul-12
Taiwan,Longline,HSIEN HUA 106,34607,BI-2551,CT7-0551,635,50.8,17-Jul-11,16-Jul-12
Taiwan,Longline,HSIEN HUA 107,34608,BI2552,CT70552,635,50.8,14-Jul-11,13-Jul-12
Taiwan,Longline,JIN MAAN SHYANG 12,34651,BJ4673,CT4-2673,76.36,,5-Jul-11,4-Jul-12
Taiwan,Longline,DER HAE NO.3,34661,BJ4679,CT4-2679,72.72,22.69,17-Nov-11,16-Nov-12
Taiwan,Longline,JIN CHIN FU 66,34678,BJ4665,CT4-2665,96.88,23.9,1-Jul-11,30-Jun-12
Taiwan,Longline,SHENG JYI HUEI 16,34680,BJ4330,CT4-2330,59.34,17.6,19-Oct-11,18-Oct-12
Taiwan,Longline,JIN CHIN I 16,34685,BJ4671,CT4-2671,97,25,1-Jul-11,30-Jun-12
Taiwan,Longline,SHUI HO CHENG,34705,BJ4685,CT4-2685,96.12,23.92,20-Apr-11,19-Apr-12
Taiwan,Longline,FU HAO 168,34747,BJ4697,CT4-2697,98,29.16,4-Jan-12,3-Jan-13
Taiwan,Longline,CHUN FA 168,34891,BI2400,CT7-0400,240,55.2,1-Aug-11,31-Jul-12
Taiwan,Longline,JIN YU SHENG,34902,BJ4220,CT4-2220,56.19,27.5,1-Jul-11,30-Jun-12
Taiwan,Fish Carrier,HUNG HO,34919,BH3106,CT6-1106,471,53.36,17-Jul-11,16-Jul-12
Taiwan,Longline,GLORY,34930,BI2532,CT7-0532,623,50.8,8-Jul-11,7-Jul-12
Taiwan,Longline,YUH CHANG NO.6,34932,BJ4715,CT42715,84.89,27.32,16-Sep-11,15-Sep-12
Taiwan,Longline,YUH CHANG 3,34934,BJ4712,CT4-2712,84.89,27.32,27-Jul-11,26-Jul-12
Taiwan,Longline,SAN SHENG FA NO.3,34966,BJ4737,CT42737,79.45,23,29-Jul-11,28-Jul-12
Taiwan,Longline,HUNG SENG,35007,BI2560,CT7-0560,568,55.75,17-Jul-11,16-Jul-12
Taiwan,Longline,HSIN I HSIANG NO.11,35021,BI2211,CT70211,711,54.85,29-Aug-11,28-Aug-12
Taiwan,Longline,SHANG SHUN 112,35022,BI2375,CT7-0375,711,54.85,14-Jul-11,13-Jul-12
Taiwan,Longline,LUNG SOON 886,35023,BI2525,CT7-0525,628,59.2,14-Jul-11,13-Jul-12
Taiwan,Longline,LIEN SHENG YI,35078,BK4757,CT3-2757,39.58,14.07,1-Jul-11,30-Jun-12
Taiwan,Longline,YUN FA 32,35089,BK7108,CT3-5108,37.57,17.08,1-Jul-11,30-Jun-12
Taiwan,Longline,GOANG SHING LIH NO.6,35131,BJ4759,CT4-2759,68.08,21.1,29-Jul-11,28-Jul-12
Taiwan,Longline,SHENG CHI HUEI 12,35134,BK6602,CT3-4602,49.55,16.3,2-Aug-11,1-Aug-12
Taiwan,Longline,YU I HSIANG NO.8,35138,BI2493,CT70493,535,55.9,19-Jul-11,18-Jul-12
Taiwan,Longline,YU I HSIANG 701,35139,BI2478,CT7-0478,538,53.75,19-Jul-11,18-Jul-12
Taiwan,Longline,SHENG YI SHING 20,35206,BJ3889,CT4-1889,62.58,18,1-Jul-11,30-Jun-12
Taiwan,Longline,YANG SHUN 8,35227,BH3368,CT6-1368,363,41,17-Jul-11,16-Jul-12
Taiwan,Longline,SHANG SHUN 168,35228,BI2527,CT7-0527,660,58.8,14-Jul-11,13-Jul-12
Taiwan,Longline,HONG YI,35229,BH3233,CT6-1233,496,52.65,14-Jul-11,13-Jul-12
Taiwan,Longline,HONG SHING,35234,BEMW,CT7-0222,725.75,56.9,17-Jul-11,16-Jul-12
Taiwan,Longline,LI CHYUN 2,35236,BI2376,CT7-0376,717,56.3,11-Aug-11,10-Aug-12
Taiwan,Longline,YU I HSIANG 617,35237,BI2449,CT7-0449,708,55.25,19-Jul-11,18-Jul-12
Taiwan,Longline,YU I HSIANG 217,35238,BZLH,CT7-0372,708,54.85,19-Jul-11,18-Jul-12
Taiwan,Longline,MING LIAN FA 33,35260,BJ3807,CT4-1807,66.7,17.23,1-Jul-11,30-Jun-12
Taiwan,Longline,CHIEN CHANG 226,35268,BI2524,CT7-0524,520,56.49,1-Aug-11,31-Jul-12
Taiwan,Longline,CHIEN CHANG NO.326,35269,BI2536,CT70536,697,59.2,17-Jul-11,16-Jul-12
Taiwan,Longline,JINN FWU TSAIR 12,35287,BK6151,CT3-4151,31.96,,1-Jul-11,30-Jun-12
Taiwan,Longline,CHIEN TE FA 8,35296,BJ4797,CT4-2797,78.91,22,17-Jul-11,16-Jul-12
Taiwan,Longline,LONG JIA MING 6,35355,BJ4823,CT4-2823,98,25,17-Jul-11,16-Jul-12
Taiwan,Longline,CHIN YOU MING,35360,BI2576,CT70576,643,57.6,16-Sep-11,15-Sep-12
Taiwan,Longline,QUAN SHENG YI,35366,BJ4829,CT4-2829,98,25.8,17-Jul-11,16-Jul-12
Taiwan,Longline,CHYUAN YEOU TSAIR 1,35368,BK7481,CT3-5481,40.76,15,1-Jul-11,30-Jun-12
Taiwan,Longline,SING MAN YI,35380,BJ4733,CT4-2733,98,25,17-Jul-11,16-Jul-12
Taiwan,Longline,CHING FU FA NO.6,35382,BK7168,CT3-5168,49.26,16.5,1-Jul-11,30-Jun-12
Taiwan,Longline,FURE MAAN CHYUN 56,35391,BJ4796,CT4-2796,75.68,22.78,1-Jul-11,30-Jun-12
Taiwan,Longline,JINN YNG LIH,35397,BK6856,CT3-4856,48.33,15.89,1-Jul-11,30-Jun-12
Taiwan,Longline,GREAT OCEAN II,35405,BH3366,CT6-1366,316,40.2,14-Jul-11,13-Jul-12
Taiwan,Longline,LUNG SOON 116,35413,BI2575,CT7000575,530,56,14-Jul-11,13-Jul-12
Taiwan,Longline,YU LONG NO.2,35425,BJ4874,CT42874,98.92,23.9,1-Jul-11,30-Jun-12
Taiwan,Longline,MAN CHI FENG,35426,BJ4876,CT4-2876,79.56,23.9,1-Jul-11,30-Jun-12
Taiwan,Longline,FU YUAN 1,35444,BI2581,CT7-0581,627,59.2,1-Jul-11,30-Jun-12
Taiwan,Longline,LONG DER SHING,35458,BK7911,CT35911,49.26,17.76,4-Mar-11,3-Mar-12
Taiwan,Longline,KUO RONG 83,35462,BJ4811,CT4-2811,85.16,,1-Jul-11,30-Jun-12
Taiwan,Longline,KUO RONG 113,35463,BJ4813,CT4-2813,85.6,23.5,8-Jul-11,7-Jul-12
Taiwan,Single Purse Seine,FONG KUO 866,35476,BL2095,CT8-0095,1179,72.37,1-Jul-11,30-Jun-12
Taiwan,Longline,YI FENG 268,35482,BJ4911,CT4-2911,79.68,23.9,21-Jul-11,20-Jul-12
Taiwan,Longline,FU YUAN 2,35491,BI2583,CT7-0583,627,59.2,1-Jul-11,30-Jun-12
Taiwan,Longline,SHYANG CHYANG NO.8,35492,BH3085,CT6-1085,447.96,49.68,28-Apr-11,27-Apr-12
Taiwan,Longline,JIA FENG TSAIR,35497,BK7498,CT3-5498,41.83,,1-Jul-11,30-Jun-12
Taiwan,Longline,LIEN YU CHUN 23,35502,BJ4888,CT4-2888,99.36,23.9,5-Jul-11,4-Jul-12
Taiwan,Longline,MING SHENG TSAIR 3,35507,BJ4284,CT4-2284,63.82,17.25,1-Jul-11,30-Jun-12
Taiwan,Longline,CHERNG WANG YU,35510,BJ4345,CT4-2345,54.16,17.5,1-Jul-11,30-Jun-12
Taiwan,Longline,CHING CHUEN FA 2,35512,BK6947,CT3-4947,48.86,15.95,1-Jul-11,30-Jun-12
Taiwan,Longline,GREAT OCEAN I,35523,BH3362,CT61362,296,40,16-Aug-11,15-Aug-12
Taiwan,Longline,YI SING,35541,BK6196,CT3-4196,29.84,13.5,1-Jul-11,30-Jun-12
Taiwan,Longline,NIAN SHENG,35552,BJ4891,CT4-2891,97.55,23.54,15-Jul-11,14-Jul-12
Taiwan,Longline,YI RONG,35576,BJ4943,CT4-2943,99.82,23.9,21-Nov-11,20-Nov-12
Taiwan,Longline,JIN JINN YI NO.26,35581,BJ4917,CT42917,99,25,1-Jul-11,30-Jun-12
Taiwan,Longline,JIN JINN YI 33,35582,BJ4938,CT4-2938,99,25,1-Jul-11,30-Jun-12
Taiwan,Longline,JIN CHIN FU 16,35587,BJ4942,CT42942,99,25.5,15-Jul-11,14-Jul-12
Taiwan,Longline,DE SHENG FA NO.2,35589,BJ4975,CT42975,99,25.88,24-Aug-11,23-Aug-12
Taiwan,Longline,DONG HORNG,35599,BJ4941,CT4-2941,99.69,23.9,1-Jul-11,30-Jun-12
Taiwan,Longline,SHIN YEOU 6,35619,BENH,CT7-0248,713,56.15,1-Jul-11,30-Jun-12
Taiwan,Longline,HAI ZEAN NO.31,35621,BI2573,CT70573,530,56,10-Aug-11,9-Aug-12
Taiwan,Longline,YING JEN 366,35622,BI2281,CT70281,730,55.26,4-May-11,3-May-12
Taiwan,Longline,KUO RONG 29,35650,BJ4991,14846,82,,27-Jul-11,26-Jul-12
Taiwan,Longline,NIAN SHENG 3,35651,BJ4959,CT4-2959,98,25.5,15-Jul-11,14-Jul-12
Taiwan,Longline,KUO RONG 68,35656,BJ4993,CT4-2993,81.38,,1-Jul-11,30-Jun-12
Taiwan,Longline,KUO RONG 136,35657,BJ4912,CT4-2912,99,,1-Jul-11,30-Jun-12
Taiwan,Longline,KUO RONG NO.336,35658,BJ4968,CT4-2968,98,,14-Jul-11,13-Jul-12
Taiwan,Longline,KUO RONG NO.16,35659,BJ4973,CT4-2973,98,,11-Jul-11,10-Jul-12
